SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AFFLE,EQ,1540,1561.45,1470.05,1506,1506,1533.8,259939,390696558.40,07-Oct-2024,33239,INE00WC01027
NIFTYQLITY,EQ,24.6,24.6,22.97,23.68,23.51,23.87,256005,5954566.60,07-Oct-2024,2010,INF209KB15K4
79IGT28,NF,970,970,970,970,970,1010,50,48500.00,07-Oct-2024,2,INE219X07223
HDFCMOMENT,EQ,37.49,37.49,35.22,37.09,37.08,37.01,585206,21313538.06,07-Oct-2024,4057,INF179KC1HV6
LTIM,EQ,6169.9,6296,6150,6254.95,6250,6114.1,608166,3798468331.80,07-Oct-2024,79114,INE214T01019
BANARBEADS,EQ,106.8,106.89,99.88,101.14,102,103.58,20203,2060928.57,07-Oct-2024,427,INE655B01011
BOROSCI,EQ,184.9,188.1,175.3,180.57,180.5,184.09,207004,37584943.23,07-Oct-2024,3194,INE02L001032
DJML,BE,122.45,122.45,121.01,121.01,121.01,123.48,1311,159076.11,07-Oct-2024,5,INE0B1K01014
EMBASSY,RR,395,396.99,391.12,394.84,394.95,394.82,994496,392705954.72,07-Oct-2024,13732,INE041025011
HONDAPOWER,EQ,4046.45,4099.45,3868.5,4002.3,4062,4030.35,14433,57916888.05,07-Oct-2024,2498,INE634A01018
SYMPHONY,EQ,1635,1711.8,1592.45,1604.4,1595.1,1655.85,222758,366930331.00,07-Oct-2024,31183,INE225D01027
BANKBARODA,EQ,252,253.28,239.04,242.67,243.39,250.59,18620251,4550804044.50,07-Oct-2024,155300,INE028A01039
BFINVEST,EQ,630.95,632.35,601.2,605.5,603.9,633.95,62171,38257714.60,07-Oct-2024,3071,INE878K01010
PLATIND,EQ,382.9,384.75,352.7,355,355,380.1,431353,157824246.75,07-Oct-2024,9260,INE0PT501018
SBC,EQ,32.59,33.26,30.95,31.37,31.15,32.59,4398320,140833676.42,07-Oct-2024,7249,INE04AK01028
1003IIFL29,NC,950,950,950,950,950,950.2,1,950.00,07-Oct-2024,1,INE413U07301
BANKETFADD,EQ,53.38,53.38,51.17,51.56,51.31,52.32,20465,1060361.39,07-Oct-2024,244,INF740KA1RX3
ITETFADD,EQ,44.51,44.51,42.66,42.79,42.9,42.84,9138,392252.41,07-Oct-2024,136,INF740KA1SX1
HEALTHADD,EQ,146.5,146.77,144.27,144.27,144.27,146.2,2500,364131.73,07-Oct-2024,22,INF740KA1UF4
763GS2059,GS,107,107,107,107,107,108.15,450,48150.00,07-Oct-2024,2,IN0020190057
GOYALSALT,SM,216.85,221,192.15,206.4,205,212.6,54000,11220720.00,07-Oct-2024,86,INE0QFE01017
HIL,EQ,2954,2962.85,2812.55,2841.9,2860,2946.8,25100,71856672.15,07-Oct-2024,3318,INE557A01011
AAVAS,EQ,1782.8,1785.8,1690,1727.3,1725,1776.9,271634,470668215.60,07-Oct-2024,36889,INE216P01012
AWHCL,EQ,744.95,761.85,700,704.45,702.85,699,534498,390046732.00,07-Oct-2024,19092,INE01BK01022
ACSAL,SM,132.05,138.25,125.15,125.15,125.15,131.7,189000,23996700.00,07-Oct-2024,53,INE0P4T01013
BRACEPORT,SM,107.95,108,101,102,102,108.5,38400,3982080.00,07-Oct-2024,21,INE0R4Z01018
CONSOFINVT,EQ,205.23,209.27,190,190.33,190,205.23,31287,6138411.79,07-Oct-2024,1162,INE025A01027
JPASSOCIAT,BE,7.77,7.77,7.77,7.77,7.77,7.4,6054853,47046207.81,07-Oct-2024,1539,INE455F01025
KREBSBIO,BE,79.05,79.05,78.03,78.3,78.3,79.05,1221,95996.35,07-Oct-2024,18,INE268B01013
SGBSEP31II,GB,8520.61,8590,8390,8410.8,8390,8513.61,3637,30901652.50,07-Oct-2024,297,IN0020230093
BASF,EQ,8289,8750,8182.95,8235.9,8298.85,8182.95,158674,1340479715.15,07-Oct-2024,37657,INE373A01013
PPLPHARMA,EQ,229,229,215.75,218.02,218.9,229.23,5412203,1189346942.84,07-Oct-2024,66539,INE0DK501011
REFRACTORY,ST,119.5,122,116.45,116.95,117.5,122.55,32000,3777800.00,07-Oct-2024,8,INE0TNX01015
EXICOM,BE,316,316,293.9,298.45,298.1,308.6,681754,206734138.45,07-Oct-2024,10556,INE777F01014
GEOJITFSL,EQ,147.49,147.49,133.85,133.91,133.85,165.18,2033665,280615602.88,07-Oct-2024,18877,INE007B01023
HINDCOMPOS,EQ,558,559.95,518,523.5,526,548.6,9359,5022187.75,07-Oct-2024,928,INE310C01029
VPRPL,EQ,265.2,271.45,244,246.65,246.7,263.65,1711388,432436704.50,07-Oct-2024,43864,INE0AE001013
INDIASHLTR,EQ,753,755,712,723.25,724.95,741.9,74884,54341756.80,07-Oct-2024,5500,INE922K01024
ALMONDZ,BE,31.79,31.79,29.2,29.93,29.55,30.74,194646,5746763.27,07-Oct-2024,493,INE326B01035
CHOLAFIN,EQ,1504.8,1514.35,1462,1478.45,1476.75,1497.4,759332,1121210153.15,07-Oct-2024,45504,INE121A01024
920PEL28,N2,1070,1075,1070,1075,1075,1052.99,100,107335.00,07-Oct-2024,3,INE140A07765
CMRSL,SM,100,100,99,100,100,99.5,4800,478400.00,07-Oct-2024,6,INE075Z01011
DEEPAKNTR,EQ,2828.5,2848.5,2750,2762.65,2768,2828.5,349617,974426044.05,07-Oct-2024,31372,INE288B01029
LIQUIDADD,EQ,1034.36,1034.38,1034.36,1034.36,1034.36,1034.2,789665,816803017.73,07-Oct-2024,621,INF740KA1UM0
SENSEXIETF,EQ,921.54,939.88,912,920.82,924,924.15,13658,12555439.25,07-Oct-2024,850,INF346A01034
SHANKARA,EQ,505.35,513.5,490.1,494.4,493.75,512.55,91879,45746845.55,07-Oct-2024,4376,INE274V01019
TEMBO,BE,480.8,480.8,480.8,480.8,480.8,490.6,4916,2363612.80,07-Oct-2024,133,INE869Y01010
JSFB,EQ,555.8,563.45,530.1,552,550.6,554.25,109078,59524134.50,07-Oct-2024,5354,INE953L01027
JMFINANCIL,EQ,144.65,146.87,135.27,138.17,138.44,143.57,20638585,2893894686.03,07-Oct-2024,92308,INE780C01023
KABRAEXTRU,EQ,411.25,416.25,385,387.3,390,412.4,107497,42453248.65,07-Oct-2024,4261,INE900B01029
KOKUYOCMLN,EQ,184.6,188.99,175,179.04,178.3,186.44,122671,22020395.71,07-Oct-2024,3043,INE760A01029
SGBFEB28IX,GB,8055,8055,8055,8055,8055,8032,4,32220.00,07-Oct-2024,1,IN0020190545
PRECISION,SM,61,61,54.15,56.05,56,63,200000,11431100.00,07-Oct-2024,92,INE0HKW01018
PRINCEPIPE,EQ,558.95,558.95,541.75,544.5,544,554.85,99268,54223673.75,07-Oct-2024,9901,INE689W01016
SDREAMS,ST,156.35,156.35,156.35,156.35,156.35,164.55,9000,1407150.00,07-Oct-2024,8,INE0X6F01017
801TCH25,N4,997.1,998.9,996.6,996.91,996.75,998.59,434,432869.97,07-Oct-2024,8,INE033L07GO5
GAIL,EQ,232,234.25,222.05,223.94,224.4,230.19,15437600,3482682932.57,07-Oct-2024,107453,INE129A01019
GSEC5IETF,EQ,58.18,58.64,57.51,57.54,57.51,58.31,5179,298657.48,07-Oct-2024,49,INF109KC14A8
SDBL,EQ,112.99,113,106.01,107.84,107.6,111.81,1115235,120807011.63,07-Oct-2024,15271,INE480C01038
TIPSMUSIC,EQ,718.7,744,699.4,706.1,708,718.7,513207,369626110.75,07-Oct-2024,33548,INE716B01029
RUSTOMJEE,EQ,698.6,703.7,675,693.95,681,698.6,51993,35795479.85,07-Oct-2024,2433,INE263M01029
MON100,EQ,162.4,164.84,162,162.32,162.88,162.4,679350,110927877.20,07-Oct-2024,10585,INF247L01AP3
NAHARPOLY,BE,242.25,244.95,232,236.47,237.98,241.8,16851,3973135.99,07-Oct-2024,203,INE308A01027
AKUMS,EQ,847,859.65,813.6,824.5,826.4,836.55,195929,162192300.10,07-Oct-2024,12986,INE09XN01023
NETWORK18,EQ,79.97,80,73.06,74,74.45,78.35,3779562,283934488.23,07-Oct-2024,33665,INE870H01013
PPSL,SM,33,33,30.5,31,31,32.8,84000,2655300.00,07-Oct-2024,14,INE0YAL01017
SAHAJSOLAR,SM,620,629.95,575,580.3,579,616.7,72000,43067000.00,07-Oct-2024,87,INE0P4701011
DRONE,ST,228,228,219.3,219.3,219.3,230.8,48000,10608050.00,07-Oct-2024,40,INE0P7201019
GET&D,BE,1689.8,1719,1577.9,1641.65,1650.3,1660.95,383077,621598498.70,07-Oct-2024,16699,INE200A01026
SUBEXLTD,EQ,27.58,27.58,25.26,25.66,25.74,27.14,7757082,201167857.84,07-Oct-2024,20703,INE754A01055
SUNDRMFAST,EQ,1418.45,1428,1373,1418.85,1415,1418.45,109660,154182241.70,07-Oct-2024,18740,INE387A01021
VISHNUINFR,SM,315,315,302,304.85,306,326.95,21000,6462800.00,07-Oct-2024,28,INE0PQ001012
IL&FSTRANS,BZ,5.59,5.59,5.06,5.06,5.06,5.33,98621,512272.23,07-Oct-2024,142,INE975G01012
CONS,EQ,130.23,130.23,123.72,124.99,126.57,126.51,20514,2577477.85,07-Oct-2024,325,INF174KA1JE5
AUTOBEES,EQ,275.35,275.35,261.1,264.31,264.9,267.31,256854,67767068.39,07-Oct-2024,8588,INF204KC1337
KALAMANDIR,EQ,170.6,172.18,164.16,167.08,166.05,169.5,306789,51584326.28,07-Oct-2024,5359,INE438K01021
956AEL29,N6,1010,1010,1010,1010,1010,1029,10,10100.00,07-Oct-2024,1,INE423A07336
DCBBANK,EQ,118.1,119.39,113.05,114.96,114.3,118.89,2209193,254293022.46,07-Oct-2024,27082,INE503A01015
VALIANTLAB,EQ,118.02,120.32,111.65,112.81,113.98,118.02,72191,8212243.01,07-Oct-2024,2780,INE0JWS01017
KOLTEPATIL,EQ,389.3,389.3,371,376.55,377.85,384.5,157666,59746943.75,07-Oct-2024,7225,INE094I01018
APOLLOHOSP,EQ,6801,6857.5,6743.15,6773.15,6780.45,6773.6,260810,1772808957.70,07-Oct-2024,43855,INE437A01024
PARAGON,SM,157.05,157.05,144.05,145.05,144.05,158.9,42000,6268560.00,07-Oct-2024,35,INE0N4G01012
PATELENG,EQ,56.19,56.2,52.55,52.94,52.9,55.69,5777378,310256160.05,07-Oct-2024,31811,INE244B01030
FORCEMOT,EQ,7269,7306,6851.1,6902.7,6930,7193.3,36527,256056832.95,07-Oct-2024,9676,INE451A01017
734GS2064,GS,105.5,108.49,105.5,107.9,107.9,108.53,55488,6004161.34,07-Oct-2024,19,IN0020240035
GTPL,EQ,169.1,174.85,164.7,165.93,165.15,168.25,110103,18311544.32,07-Oct-2024,1215,INE869I01013
SHEMAROO,EQ,188.35,192.74,169.9,171.32,172.95,186.62,209181,37393766.87,07-Oct-2024,4389,INE363M01019
JAINAM,SM,162,162,155.55,155.55,155.55,168,9000,1411100.00,07-Oct-2024,9,INE02KC01010
NBIFIN,BE,2281,2300,2190.5,2267.95,2279.5,2300,229,508517.35,07-Oct-2024,54,INE365I01020
ZEAL,SM,182.7,182.7,168.05,171.55,174,182.55,18000,3145440.00,07-Oct-2024,30,INE0PPS01018
20MICRONS,EQ,277.25,282.5,258,265.45,263.15,276.65,227778,60822267.90,07-Oct-2024,7054,INE144J01027
ABBOTINDIA,EQ,28105,28266.4,27800,28034.75,28086,28104.55,8513,238127743.20,07-Oct-2024,5198,INE358A01014
AIAENG,EQ,4212.3,4270,4122,4143.7,4133,4257.35,20527,85630017.55,07-Oct-2024,5174,INE212H01026
ALUWIND,ST,64.05,65.9,61,63,63,64,42000,2630400.00,07-Oct-2024,13,INE0STM01017
ORIENTALTL,BE,14.05,14.05,14.05,14.05,14.05,14.34,1078,15145.90,07-Oct-2024,18,INE998H01012
PIONEEREMB,EQ,49.62,50.61,44.1,45.03,46,49.62,73739,3436893.55,07-Oct-2024,1069,INE156C01018
QMSMEDI,SM,119,119,113.6,113.95,113.95,119,9000,1037200.00,07-Oct-2024,8,INE0FMW01018
RRKABEL,EQ,1736.35,1786.9,1698.75,1772.3,1754,1735.75,192056,334079140.15,07-Oct-2024,26539,INE777K01022
DPWIRES,EQ,405,405,383.05,387.55,389.95,400.15,26278,10251312.10,07-Oct-2024,1957,INE864X01013
GUJALKALI,EQ,812,815.15,781.35,789.4,786,811.05,94321,75396233.30,07-Oct-2024,7907,INE186A01019
SEYAIND,BE,31.41,31.41,28.42,28.42,28.5,29.92,42030,1258587.48,07-Oct-2024,154,INE573R01012
SPLIL,EQ,59.1,60.31,55.61,55.94,55.7,58.86,39246,2244926.33,07-Oct-2024,580,INE978G01016
TECHM,EQ,1624.95,1632.05,1600.2,1618.55,1616.55,1616.45,1619326,2618760957.00,07-Oct-2024,74678,INE669C01036
INDHOTEL,EQ,668,681.7,645.9,653.05,652.9,661.45,4155691,2739002922.80,07-Oct-2024,104668,INE053A01029
WANBURY,BE,258,259.8,241,242.65,241.9,253.65,72690,17833010.00,07-Oct-2024,545,INE107F01022
IRISDOREME,EQ,72,72.32,68,68.5,68.71,71.08,158569,10946239.63,07-Oct-2024,1328,INE01GN01025
MDL,SM,99,100,99,100,100,100.5,8000,796000.00,07-Oct-2024,4,INE575Z01010
BVCL,EQ,58.15,62.36,57.23,58.14,57.87,59.22,76001,4493097.11,07-Oct-2024,1908,INE139I01011
85IIFL25,NO,1040.2,1040.2,1040.2,1040.2,1040.2,1046.85,80,83216.00,07-Oct-2024,3,INE530B07252
GODREJPROP,EQ,2926,2976.95,2833.4,2855.75,2850,2897.45,1298319,3767309995.55,07-Oct-2024,93305,INE484J01027
HINDCOPPER,EQ,330.35,331.4,308,311.6,312,330.35,7511266,2374571277.70,07-Oct-2024,83473,INE531E01026
SYNCOMF,EQ,20.5,20.98,19.1,19.56,19.58,20.86,9341476,184529864.62,07-Oct-2024,22505,INE312C01025
TTL,EQ,115,116,109.22,109.83,110.8,114.13,26636,3001346.84,07-Oct-2024,579,INE592B01016
THANGAMAYL,EQ,2409.75,2409.75,2182.4,2238.15,2231,2374.35,144534,327279471.70,07-Oct-2024,14216,INE085J01014
MANGLMCEM,EQ,888.3,888.3,780.5,789.2,786,877.35,230901,188549550.85,07-Oct-2024,17231,INE347A01017
AKG,EQ,19.7,20.17,17.9,19.12,19,19.7,60956,1167741.14,07-Oct-2024,380,INE00Y801016
PARADEEP,EQ,84.5,85.1,78.81,82.16,82.31,84.3,3650619,299403331.37,07-Oct-2024,31036,INE088F01024
GILLANDERS,EQ,94.1,97.14,91.32,91.32,91.32,96.13,23870,2222443.65,07-Oct-2024,293,INE047B01011
GOLDSTAR,SM,12.8,12.8,11.7,12,12,12.4,101250,1229062.50,07-Oct-2024,9,INE405Y01021
GUJAPOLLO,BE,341.75,343,324.7,324.7,324.7,341.75,9215,3035701.50,07-Oct-2024,205,INE826C01016
SHREEKARNI,ST,735,735,712.5,712.5,712.5,750,7200,5186400.00,07-Oct-2024,12,INE0S4Y01010
UNIVPHOTO,EQ,393.95,395.95,366.1,374.05,378.8,387.3,4527,1717199.20,07-Oct-2024,479,INE03V001013
ZOTA,EQ,597.85,630,583,587.9,585,591.95,78492,47346809.65,07-Oct-2024,3016,INE358U01012
SGBNOV25,GB,8001,8050,8001,8050,8050,8002,249,2004205.00,07-Oct-2024,31,IN0020170091
ABB,EQ,7903,8060,7672.15,7758.3,7744,7930.4,193223,1511091763.35,07-Oct-2024,32356,INE117A01022
BANARISUG,EQ,3789.95,3789.95,3698.75,3719.75,3739,3754.05,4441,16466482.35,07-Oct-2024,1107,INE459A01010
ORBTEXP,EQ,166.01,170.39,159.09,160.75,160,167.48,10168,1664466.38,07-Oct-2024,461,INE231G01010
SSDL,EQ,146.21,147.68,137,138,138.65,145.9,333341,46760507.39,07-Oct-2024,7539,INE0PQ101010
364D200325,TB,96.75,96.85,96.75,96.85,96.85,97.91,500,48405.00,07-Oct-2024,2,IN002023Z547
TARIL,BE,670,675.75,642,642,642,675.75,100728,65439866.35,07-Oct-2024,5480,INE763I01026
KRISHCA,ST,374,374,355.3,355.3,355.3,374,34000,12140850.00,07-Oct-2024,49,INE0NR701018
MOKSH,BE,19.8,19.8,18.63,18.63,18.63,19.62,116829,2198582.50,07-Oct-2024,627,INE514Y01020
AHLEAST,EQ,167.33,171.85,151.81,154.34,155.98,166.44,88120,14115422.14,07-Oct-2024,1578,INE926K01017
AVIANSH,ST,67,68.5,66,66.25,66,67.9,46000,3080700.00,07-Oct-2024,23,INE0TFB01017
BLUECHIP,BE,6.45,6.45,6.2,6.2,6.2,6.33,248317,1554960.48,07-Oct-2024,956,INE657B01025
CARERATING,EQ,1113.9,1134.1,1089.95,1115.65,1120,1104.95,210978,235069307.25,07-Oct-2024,13976,INE752H01013
REFEX,BE,559.9,559.9,516.5,516.5,516.5,543.65,279977,147040375.75,07-Oct-2024,4746,INE056I01025
SETF10GILT,EQ,240.07,240.4,238.85,239.03,239.98,240.07,11586,2774917.89,07-Oct-2024,79,INF200KA1JT1
FOCUS,BE,133.33,133.33,128.1,129,129,130.72,815669,108040874.48,07-Oct-2024,1066,INE593W01028
GMRINFRA,EQ,90.09,90.48,84.57,85.27,85.5,89.94,19453347,1677680364.02,07-Oct-2024,74447,INE776C01039
BSE500IETF,EQ,39.68,40.23,38.63,39.09,39.72,39.68,432184,16961784.48,07-Oct-2024,2806,INF109KC1V59
TCLCONS,BE,39.38,39.38,38.58,38.58,38.58,39.37,5525,214339.22,07-Oct-2024,39,INE388G01026
LPDC,BE,10.16,10.17,9.69,9.84,9.87,10.2,81900,807543.09,07-Oct-2024,301,INE197J01017
LICHSGFIN,EQ,637,637.85,601,607.5,607.55,634.85,3979196,2431411618.20,07-Oct-2024,77573,INE115A01026
ACCURACY,BE,10.05,10.4,9.6,9.89,10,10.11,206704,2050355.41,07-Oct-2024,897,INE648Z01023
ALKYLAMINE,EQ,2290,2318.9,2178.6,2199.5,2215,2290,109496,243387133.75,07-Oct-2024,18216,INE150B01039
BIKAJI,EQ,901.95,907.7,850.5,854.1,859,901,539453,470021896.80,07-Oct-2024,33466,INE00E101023
ARENTERP,BE,45.99,46.4,43.7,46,46,45.99,2802,124320.81,07-Oct-2024,39,INE610C01014
GOKEX,EQ,911.1,938.1,871,906.35,909.9,935.75,266370,236792604.70,07-Oct-2024,35961,INE887G01027
GULPOLY,EQ,220,221.25,204.68,207.34,206.1,219.62,280209,58878377.45,07-Oct-2024,6093,INE255D01024
HITECHCORP,EQ,274.5,274.5,250.05,261.45,272.5,268,29844,7753675.65,07-Oct-2024,1697,INE120D01012
TPLPLASTEH,BE,104.98,105,96.88,97.83,96.95,101.98,70653,6974780.19,07-Oct-2024,1088,INE413G01022
USASEEDS,SM,250.05,251,250,250,250,265,1800,450420.00,07-Oct-2024,6,INE0CBM01019
JINDALSTEL,EQ,1026.05,1030.7,987.1,1000.6,1000.5,1021.1,1714125,1719092295.25,07-Oct-2024,64032,INE749A01030
KHANDSE,EQ,28.79,29.9,27.07,28.51,28.1,28.3,46163,1292691.65,07-Oct-2024,1040,INE060B01014
NOIDATOLL,BE,15.66,15.66,15.66,15.66,15.66,15.98,62320,975931.20,07-Oct-2024,38,INE781B01015
GENCON,BE,41.2,42.85,39.58,41.4,41.8,41.67,80735,3316414.76,07-Oct-2024,266,INE854S01022
GREAVESCOT,EQ,170.95,171.63,160.21,161.27,161.63,170.2,2552740,419879869.11,07-Oct-2024,28180,INE224A01026
TAINWALCHM,EQ,226,251.31,226,251.31,251.31,209.43,165656,41215445.27,07-Oct-2024,2308,INE123C01018
TUNWAL,SM,46.15,46.15,43.15,43.3,43.4,46.05,180000,7932000.00,07-Oct-2024,90,INE0OXV01027
WONDERLA,EQ,867.35,878,817.25,822.65,828.3,858.85,107067,89122947.85,07-Oct-2024,11701,INE066O01014
IRCON,EQ,217.36,219.99,203.5,206.58,207,217.36,7181480,1500623083.51,07-Oct-2024,125249,INE962Y01021
JALAN,ST,4.35,4.5,4.35,4.35,4.35,4.55,54000,236700.00,07-Oct-2024,15,INE349X01015
KSCL,EQ,900,932.55,852.95,873.6,873.4,926,247148,220887794.95,07-Oct-2024,30261,INE455I01029
SGBOCT25IV,GB,8100,8200,8099,8200,8200,8100,16,130547.99,07-Oct-2024,9,IN0020170067
ANANTRAJ,EQ,736.2,747.8,656.05,664.55,667.7,721.05,3041207,2124149166.50,07-Oct-2024,107474,INE242C01024
ORIANA,SM,2063.3,2078.9,1981.4,1981.4,1981.4,2085.65,63750,127523182.50,07-Oct-2024,373,INE0OUT01019
ORTINGLOBE,EQ,19.81,20.47,18.2,19.05,19.25,20.22,33384,646486.82,07-Oct-2024,225,INE749B01020
PLADAINFO,SM,29,30.6,26.3,30,30,31,27000,788850.00,07-Oct-2024,9,INE0PXD01014
FLAIR,EQ,299.9,299.9,278.5,283,284.35,295.55,125385,35735107.50,07-Oct-2024,3482,INE00Y201027
GAYAHWS,BE,1.29,1.41,1.29,1.3,1.3,1.36,94480,123750.07,07-Oct-2024,88,INE287Z01012
UNITDSPR,EQ,1531.35,1550,1497.05,1506.3,1510.05,1531.35,755578,1143206237.10,07-Oct-2024,55855,INE854D01024
MAHAPEXLTD,BE,162,162.9,151.16,151.58,151.17,159.12,10071,1543425.71,07-Oct-2024,189,INE843B01013
ANDHRAPAP,EQ,104.8,104.8,98.5,100.05,100.1,104.32,509114,50964550.80,07-Oct-2024,8439,INE435A01051
ABSLNN50ET,EQ,78.48,78.88,75.21,76.87,76.93,78.34,109559,8356315.73,07-Oct-2024,1308,INF209KB16D7
BCONCEPTS,EQ,624.1,630.15,590,600.1,602.9,624.1,19046,11515108.95,07-Oct-2024,1879,INE977Y01011
PROLIFE,SM,220.05,235,218.6,235,235,229.95,10500,2339200.00,07-Oct-2024,16,INE994V01012
RAILTEL,EQ,433.15,434.4,390.9,394.75,396,431.9,4437256,1795747300.55,07-Oct-2024,138311,INE0DD101019
EMAMIREAL,BE,117,117,109.64,109.92,109.64,115.42,31940,3596744.34,07-Oct-2024,275,INE778K01012
FLFL,BZ,2.69,2.69,2.44,2.61,2.63,2.57,691802,1751625.83,07-Oct-2024,454,INE452O01016
MANGALAM,EQ,121.1,123.9,114.5,115.98,114.5,122.77,38897,4581608.05,07-Oct-2024,1030,INE584F01014
MMTC,EQ,86.3,87.24,80.72,81.11,81.1,85.76,2891630,238904736.90,07-Oct-2024,29238,INE123F01029
NSIL,EQ,4888.25,4915,4579.05,4636.1,4624,4854.65,16508,77311579.45,07-Oct-2024,3549,INE023A01030
63MOONS,EQ,390,391.95,370.35,370.35,370.35,389.8,281277,105331617.30,07-Oct-2024,4348,INE111B01023
ABFRL,EQ,334.45,335,321,322.9,324.55,333,3432287,1114242562.85,07-Oct-2024,30153,INE647O01011
RIIL,EQ,1191,1204,1124,1130.6,1127.95,1186.7,275458,316839666.05,07-Oct-2024,19872,INE046A01015
MVGJL,EQ,261.85,263.15,243.05,246.05,248.6,258,439165,109797489.25,07-Oct-2024,7358,INE0KNT01012
MOQUALITY,EQ,217.97,217.97,208.6,212.29,217.97,218.38,10370,2189465.84,07-Oct-2024,408,INF247L01BH8
APARINDS,EQ,9502,9513.8,9185,9406.7,9400,9514.1,99929,931238247.45,07-Oct-2024,20809,INE372A01015
AVADHSUGAR,EQ,773.85,774.8,704.75,718.05,729,768.1,194392,141565057.40,07-Oct-2024,7554,INE349W01017
AXISGOLD,EQ,64.4,64.4,63.8,64.15,64.2,64.36,1425731,91198939.13,07-Oct-2024,1922,INF846K01W80
BBTCL,EQ,229,230,212.01,221.79,225.92,231.35,9399,2080672.68,07-Oct-2024,602,INE01EE01011
BGLOBAL,BZ,3.38,3.38,3.05,3.09,3.05,3.22,22431,70435.67,07-Oct-2024,77,INE224M01013
NCC,EQ,302.05,303,289.25,297.2,295.5,300.5,3654337,1081021383.35,07-Oct-2024,96163,INE868B01028
NKIND,EQ,51.4,51.48,48.31,48.5,48.5,49.03,836,42359.80,07-Oct-2024,34,INE542C01019
PRIVISCL,EQ,1541,1555,1483.1,1497.55,1500.25,1511.5,35025,52947477.05,07-Oct-2024,2870,INE959A01019
TASTYBITE,EQ,12598.75,12668,11702.35,11802.75,11813,12520.7,6277,75262532.60,07-Oct-2024,2212,INE488B01017
ALPHA,EQ,58.15,58.15,54.37,54.88,55,56.45,3052392,168410162.47,07-Oct-2024,19350,INF174KA1IA5
MADHAV,EQ,53.95,54.29,50.71,50.86,50.75,53.17,8044,413824.54,07-Oct-2024,213,INE925C01016
SGBMAY28,GB,8150,8150,8101.01,8149.99,8149.99,8151.05,275,2233919.64,07-Oct-2024,40,IN0020200088
ACCELYA,EQ,1764,1774.65,1600.1,1620.1,1634,1777.95,54131,90239868.05,07-Oct-2024,5980,INE793A01012
AXISILVER,EQ,92.08,93.48,92.08,92.52,93,92.68,95969,8907524.58,07-Oct-2024,355,INF846K011K1
BOHRAIND,BZ,15.76,15.76,15.76,15.76,15.76,15.01,204626,3224905.76,07-Oct-2024,39,INE802W01023
SAMBHAAV,EQ,6.18,6.18,5.41,5.63,5.62,5.95,297413,1697660.10,07-Oct-2024,796,INE699B01027
ENTERO,EQ,1327.3,1338.85,1289.15,1304.4,1294.2,1336.6,52957,69087813.85,07-Oct-2024,9331,INE010601016
OBEROIRLTY,EQ,1818.6,1819.3,1735.3,1748.1,1757.95,1808.4,689748,1214624712.95,07-Oct-2024,57363,INE093I01010
REXPIPES,SM,81.3,86.9,81.3,84.75,84.75,85.5,24000,2041000.00,07-Oct-2024,9,INE00D001018
NIF5GETF,EQ,58.81,58.81,57.99,57.99,57.99,58.08,134,7779.67,07-Oct-2024,10,INF789F1AZE6
LAGNAM,EQ,116.97,116.97,106.35,110.77,110.69,116.1,23874,2665031.91,07-Oct-2024,1202,INE548Z01017
MIDHANI,EQ,385.95,388,360.6,365.7,366.3,384.25,509604,189112553.90,07-Oct-2024,29527,INE099Z01011
AUSOMENT,EQ,125.01,141.82,123,134.24,135.3,118.19,777765,106279690.66,07-Oct-2024,12489,INE218C01016
AVROIND,BE,160.1,164.95,151.82,152.72,155,159.82,17810,2756729.51,07-Oct-2024,191,INE652Z01017
CORALFINAC,BE,53.3,54.5,51.3,51.35,51.3,54,29380,1526577.42,07-Oct-2024,268,INE558D01021
POLYMED,EQ,2356.2,2442.5,2277.05,2310.85,2316.5,2347.55,110480,254665526.50,07-Oct-2024,20403,INE205C01021
SREEL,EQ,281.9,281.9,264,266.75,267,277.9,17839,4846716.30,07-Oct-2024,815,INE099F01013
TATAGOLD,EQ,7.5,7.64,7.44,7.48,7.49,7.5,6271543,46841056.84,07-Oct-2024,12899,INF277KA1976
VENUSPIPES,EQ,2159.95,2159.95,2020,2037.1,2035.45,2130.6,50324,103700444.40,07-Oct-2024,9890,INE0JA001018
9SFL25A,ZH,1058.8,1058.8,1058.8,1058.8,1058.8,1045.8,40,42352.00,07-Oct-2024,1,INE721A07PM3
DHRUV,BE,126,128,119.32,119.32,119.32,125.6,11414,1376033.79,07-Oct-2024,102,INE506Z01015
HINDNATGLS,BE,27.99,27.99,27.99,27.99,27.99,29.47,545,15254.55,07-Oct-2024,9,INE952A01022
IPHL,SM,111,111,101,102.25,102.45,108.85,78000,8126040.00,07-Oct-2024,63,INE0DHF01018
SGBDEC25XI,GB,8100,8200,8080.2,8200,8200,8100,6,48955.20,07-Oct-2024,6,IN0020170133
AKASH,EQ,38,38.49,34.26,35.17,35,37.6,38529,1415672.08,07-Oct-2024,950,INE737W01013
APEX,EQ,238.8,239.99,226.01,229.83,229,239.06,113031,26127653.25,07-Oct-2024,5554,INE346W01013
NORBTEAEXP,BE,21.07,21.07,21.07,21.07,21.07,21.51,133,2802.31,07-Oct-2024,6,INE369C01017
